file_id,signal__n_samples,signal__mean,signal__std,signal__rms,signal__min,signal__max,signal__range,signal__skewness,signal__kurtosis,difference__std,difference__rms,difference__mean_abs,difference__max_abs,signal__zero_crossing_rate,signal__q001,signal__q005,signal__q01,signal__q05,signal__q10,signal__q25,signal__median,signal__q75,signal__q90,signal__q95,signal__q99,signal__q995,signal__q999,absolute_centered__q50,absolute_centered__q75,absolute_centered__q90,absolute_centered__q95,absolute_centered__q99,absolute_centered__q995,absolute_centered__q999,absolute_centered__q9999,block_range__mean,block_range__std,block_range__min,block_range__q10,block_range__q25,block_range__median,block_range__q75,block_range__q90,block_range__q95,block_range__q99,block_range__max,rainflow__cycle_count,rainflow__maximum_range,rainflow__mean_range,rainflow__std_range,rainflow__mean_cycle_stress,rainflow__range_q50,rainflow__range_q75,rainflow__range_q90,rainflow__range_q95,rainflow__range_q99,rainflow__range_q999,rainflow__miner_proxy_m3,rainflow__equivalent_amplitude_m3,rainflow__miner_proxy_m4,rainflow__equivalent_amplitude_m4,rainflow__miner_proxy_m5,rainflow__equivalent_amplitude_m5,rainflow__miner_proxy_m6,rainflow__equivalent_amplitude_m6,rainflow__miner_proxy_m7,rainflow__equivalent_amplitude_m7
train11.csv,581120.0,7.935478603394098,4.63180149310024,9.188329866543276,-13.06952,32.471573,45.541093000000004,-0.18456172785085756,-0.3560640956648662,0.7197281614356176,0.7197281614633149,0.5747286707000286,5.5358514,0.042968823941395826,-6.662049,-4.068447,-2.771646,0.1578483,1.8798298,4.6009855,7.955661,11.761026,13.733864,14.809572,16.85469,18.253534,21.395618,3.6257138966059026,5.4369833966059025,7.307778396605902,8.411149403394099,11.455442603394097,12.70078945660602,15.4244763966059,18.99382360484446,16.397421966679687,8.735476539923559,2.3980189999999997,2.7968377000000006,10.629514875000002,16.052692305,21.28347755,29.058117839999998,31.17445309999999,38.738715520000014,41.429597,183361.0,45.541093000000004,0.9107327904748828,1.012504933487666,7.935656482520423,0.7610730999999995,1.1990089999999984,1.6326940000000008,2.0663777999999997,3.9116610000000005,12.589597300000001,322114.2288634483,1.2066120187297982,3100812.6614067666,2.0278794768947637,42044845.52250872,2.9653854920464897,667073124.6499376,3.9217305006227883,11607521009.696217,4.851979194702368
train12.csv,581120.0,-1.5447622467630027,4.242997908846007,4.515453648693105,-36.812668,21.858004,58.670672,-1.4040995019596074,2.0488300356380442,0.6439195726074769,0.6439195730259767,0.502816675579766,9.375231999999999,0.07001147785565436,-18.631945,-15.56214,-14.018736,-11.850314,-8.470129,-2.2837512,-0.5107482,0.777549,2.4144943,3.409417,5.692637,6.4622135,8.085897893000222,1.9056342767630028,3.8487096467630026,7.571641753236997,10.399091753236997,12.478224753236997,14.025882753236997,17.176470753237,19.88392693283634,10.455988199140625,7.841548139311033,2.6106087999999996,2.8304273230000003,3.8330031049999995,9.08823515,13.6610525,18.15308535,21.950373589999987,39.83334145,43.755337,173377.0,58.670672,0.8426617247277263,0.9509347398702138,-1.386850335752046,0.6505264,1.08846233,1.63269355,2.07062963,4.149765,10.3659027,226471.87026502576,1.0931361606777243,2180097.5752691063,1.8830901513112515,34884030.78449505,2.888863591083419,703466331.1173247,3.9936987779312396,16121523236.372612,5.125939934103515
train13.csv,581120.0,0.020318925604689213,2.918788630322144,2.9188593537948253,-21.768717,19.656631,41.425348,-0.11364566401968225,0.8448434548023007,0.6949876519751389,0.6949876519793077,0.5419926943783149,8.04441704,0.18531660468854055,-8.528591,-7.6527195,-7.2190356,-5.6968884,-3.843101,-1.1261971,0.18335913,1.0422239,4.2098193,5.527879,6.7226367,7.050026,7.921646,1.0389122743953108,3.2073333743953105,5.6096034743953105,6.370677074395311,7.451944325604689,7.79078007439531,8.765752925604689,15.16766457439531,7.660924018007812,6.34313426801652,2.2832197,2.39376687,2.9337461,6.47337445,9.9322189,13.374055579999998,16.58501975999999,37.20083696000004,41.425348,180887.0,41.425348,0.8706049980496995,0.8666822744227979,0.028480078962855246,0.65477814,1.190506,1.7389885999999999,2.17267276,3.6948194,8.9160373,174765.6276437249,0.9885900195100175,1461900.8266713612,1.6860779113394864,20399310.136160932,2.573010893588562,336017567.0914069,3.5061118868251717,5923150901.16825,4.415915732390142
train14.csv,581120.0,-2.90958339563343,2.9012342598212286,4.108872809726068,-20.387941,18.265228,38.653169000000005,0.35187324427932937,1.0960972496804668,0.5397878650760243,0.5397878651185435,0.4155900382008711,6.8666670000000005,0.05934240663272067,-13.844411,-10.54501,-9.150418,-6.8459396,-6.497291,-4.8816047,-3.040573,-1.1697781,0.8880959,2.1976523,4.612678,5.9222345,8.979283,1.8572226043665698,3.37086560436657,4.45932830436657,5.56643059563343,8.28758639563343,9.80548079563343,12.551642288633651,16.24271639563343,13.509847801226561,8.264221698254115,1.8537875999999995,2.3937666999999996,5.96103175,12.381258899999999,19.231981825,24.29269365,28.413969249999987,33.30550242,37.862333,170085.0,38.653169000000005,0.709960512124091,0.9962108654525094,-2.9571045305043424,0.5442309999999999,0.87162023,1.3095563000000006,1.7432409999999994,4.14125907,12.661878000000002,264526.55154764233,1.1586023863516393,2293645.4080354674,1.916306911160596,26531368.671627656,2.7454828047720303,355835658.4361818,3.5762722713196013,5216542738.911906,4.374813428429569
train15.csv,581120.0,-4.097311944669335,4.974653287566469,6.444776218258155,-31.82583,23.473158,55.298988,0.6021279201326083,0.8630630583664094,0.6022250289867294,0.6022250289972272,0.471836712318014,6.9559535000000015,0.03433375952257627,-17.739597,-14.912147,-13.951238,-11.969897,-10.358462,-6.7997007,-4.9501653,-1.2723529,2.4182146,5.785645,9.365665,10.526409,15.751879,2.715144055330665,5.381026055330666,8.492616644669335,10.397424944669336,13.645804944669337,14.844814944669334,19.860933968669777,25.180479145869256,12.111269322109376,8.516082807763542,1.9558310000000008,2.28321991,3.7458408000000003,11.5032615,16.46193005,21.377229509999996,27.739845449999986,36.42394618000001,44.967099,175861.5,55.298988,0.7795716470789003,0.8819860385552358,-4.121765738274216,0.6505259999999993,0.9821670000000005,1.5221464000000005,1.853787322,3.47797736,10.4169247,214607.00339170557,1.068622643604407,2301604.0735972244,1.9020194823877172,37877903.339067996,2.9284851874066344,754554664.8234363,4.031066745883978,16761775630.764235,5.1440719650553115
train16.csv,581120.0,-6.395611893799451,9.9425281820323,11.821916855849372,-55.69706,28.331377,84.028437,-0.13966718351764212,0.4138044238034273,0.6447204092516521,0.644720409666739,0.495734336493417,9.166894,0.015970911293556052,-39.7698,-32.568961249999994,-30.823997,-24.271967,-19.905361,-12.048024,-5.6065373,-1.2484365,6.829995,10.864959,16.877012,17.748632,19.385578,5.439821106200549,11.43486710620055,17.592210893799454,20.82285410620055,24.981122106200548,26.70735410620055,33.37418810620055,46.90295275500047,23.632168910078125,13.672158715029893,1.8537874999999993,2.8317025,14.370041449999999,22.912983500000003,34.48427425,43.0235996,44.476443474999996,54.50508911,59.134119,162978.5,84.028437,0.8837995253629098,1.5020851886834297,-6.215745418375813,0.5442320000000009,0.9821673000000004,1.6326935000000002,2.3937665,5.893003000000002,19.307450699999997,1030747.8945284473,1.849300043971804,18208430.084636454,3.2511390659092756,440249919.9827225,4.856392658002302,12567581227.941578,6.524094314933662,396294329611.14,8.170895361267824
train17.csv,581120.0,-6.190596466655105,10.358194617430582,12.067132233697059,-49.495808,28.950016,78.445824,-0.4776105373965174,1.194858077626333,0.5744796135170726,0.5744796138557232,0.4352248204454441,11.547905,0.013716639793226517,-44.397892,-37.40792,-34.236073,-28.228271,-19.405775,-9.031367,-5.421584,-1.8245562,7.895072,11.819489,15.641863,16.942915,22.051464609004658,3.494420166655105,11.148800533344897,19.107050466655103,22.913548533344894,28.375988466655105,31.867848533344894,38.20729553334489,39.82809145854298,17.300133487734374,13.609935635182879,2.2832197,2.3980186399999996,2.9124867750000005,18.54000017,26.871413175,35.1462784,37.87466319999999,49.82882749000002,64.929325,166816.5,78.445824,0.7580707317095011,1.2366712498026056,-6.17323917627794,0.5442279999999968,0.8716204000000003,1.4158512,1.9600819999999999,4.906585,15.837976399999999,654157.9806024705,1.576937737590561,11911596.854975158,2.9069177606677354,306601024.9876083,4.49642050324296,9196440204.035254,6.169218104260951,297734726675.0973,7.817796390203228
train18.csv,581120.0,4.061950140234934,10.873316431167357,11.607258468477758,-34.129246,37.60297,71.732216,-0.07211562390886427,0.47485321133002056,0.6225820460026273,0.6225820462183452,0.4699989216468124,11.569164400000002,0.019364364269624637,-26.48824425,-25.71067,-24.524418,-15.140681,-8.813993,-0.31463364,3.0272858,9.294448,20.489452,23.946173,28.10869,29.52454,32.241444,4.743540359765065,12.250928140234935,19.705644859765066,23.28162550976477,28.794706140234933,29.785377140234935,30.550700140234934,31.418070140234935,19.744988377835938,11.724417648031439,1.96008244,2.504313631,11.396965625,18.442208,26.67370335,33.26485529,41.54078357499998,55.472970160000024,57.590711999999996,160640.5,71.732216,0.8501134625093734,1.416438412020677,3.866898459053193,0.5442309999999999,0.9779150000000003,1.6326934,2.508566,6.326687400000001,16.58629573,751478.3163869509,1.6724525389652525,12019842.328585895,2.941107718483713,278476164.5220793,4.44412838150632,7599715355.948931,6.01391169001413,224547765723.74454,7.549565472855407
train19.csv,581120.0,-0.015160703197088298,3.1031879630466754,3.103224996824949,-18.483664,19.99518,38.478844,0.09523808693701452,0.8081065030018828,0.6917531750906534,0.6917531750923924,0.5467922190016536,8.7034465,0.09306183415100866,-11.191816,-8.5642,-7.2716513,-5.0734673,-3.9807534,-1.9101238,-0.15412797,1.8697317,3.8425698,5.2881837,7.903044,8.651361,11.074891,1.8907113968029117,3.4298652968029115,5.171538703197088,6.255748703197088,8.655036644017711,9.556717296802912,12.396924296802911,15.85694269920276,13.449126666429688,7.92777642188125,2.3937666,2.719880178,6.7943858675,12.600226800000002,19.225604,23.7914055,27.874202175,32.758039100000005,36.744108,180603.0,38.478844,0.8796956515506996,1.026326370011937,0.007125771242794983,0.65477816,1.0884624,1.63269346,2.0706293999999996,4.260309400000001,12.8829718,289552.14587311656,1.1703990014131171,2308050.2915239865,1.8907324455654941,25507301.502299845,2.6914598842178807,330192419.21507597,3.496823319363178,4698690187.651001,4.273170920725435
train20.csv,581120.0,-8.254081131711008,9.115645027425586,12.297350917774791,-39.69805,23.130886,62.828936,0.11107843874320786,0.5784484338919329,0.741569033468214,0.7415690338206946,0.590535139383634,10.21709,0.053622407802876866,-32.015038,-28.970743,-27.88228,-25.080341,-22.461227,-11.955016,-8.255944,-4.5653768,2.8285139,8.670495,15.320319,16.068638,17.356936,3.692956131711008,10.304514731711008,16.830511868288994,19.543163868288993,23.684947131711006,24.441768131711008,25.84010814371123,30.35550886828899,15.928029271828125,8.235448290938214,2.5000622,3.30237798,10.24897845,15.2894951,21.4163461,27.321681079999998,30.118305129999996,34.537675130000004,37.658247,183959.5,62.828936,0.9327357099347356,1.0263314504192282,-8.258513174732915,0.7610729999999997,1.1947580000000002,1.7389899999999976,2.1769250000000007,4.1327560000000005,11.9220635,340924.51394469035,1.2283213573225844,4176589.8789878865,2.1828550749915987,82890342.16906625,3.394347818528181,1987986264.2296586,4.701991717779454,51960031084.18764,6.007679286140561
train21.csv,581120.0,-0.14193800490695904,3.924486718011482,3.9270526348758685,-33.045036,24.541424,57.58646,-1.3257410725318022,1.909052245592501,0.4935400368380037,0.49354003712639544,0.3733320634989322,10.357399000000001,0.03500659933679676,-17.23682,-13.856635,-12.096388,-8.507863,-6.760371,-1.4413623,1.203261,2.1769247,3.1463363,4.2390504,6.6583276,7.393891,8.703446,2.187056604906959,3.411576804906959,7.114900404906959,8.37017749509304,11.95870199509304,13.73170399509304,17.11188999509304,20.599291627292505,10.2129044684375,8.303137594732313,1.8537873,2.07062972,2.3714446249999996,9.20516,13.805614049999999,18.617382865,22.184859647499998,40.52812843500001,46.357440999999994,164740.0,57.58646,0.6584628973183076,0.9122692595405305,0.05987712026762186,0.4379359999999999,0.7653251000000001,1.3095561999999998,1.7474924000000005,3.92866853,10.365903,210015.02677853632,1.0843024426576324,2260162.3407195923,1.9245763432458687,36943723.31198457,2.9522172958447563,736135411.8277802,4.058446027329336,16434969574.899601,5.1777198563430815
train22.csv,581120.0,-4.087055865378639,6.811861061945082,7.943895566658057,-31.297544,19.932467,51.230011,0.06977977540041169,-0.7171550138164515,0.7306704148379379,0.7306704148401909,0.5821416623341312,6.4117233,0.033218669497985784,-20.021755,-17.198555,-15.837977,-14.749515,-13.669557,-9.689866,-3.50774,0.61226004,4.957606,7.5809703,10.518968,11.377832,13.11257,5.062830134621361,8.65560613462136,10.88355313462136,12.182493865378639,14.929161865378639,15.78377386537864,17.61630286537864,20.669098865378636,17.824367796484374,9.2150297745275,2.3980180000000004,2.8317030499999998,12.330237450000002,17.62160925,23.69637775,31.102386699999997,33.2899396,35.54377939,42.981508000000005,183895.0,51.230011,0.919800920835118,1.0325832172900853,-4.075291758071237,0.76107334,1.1990093,1.6369457,2.0706290000000003,3.8053663799999997,13.240123700000002,368281.0038638809,1.260481470258576,4019013.0876006223,2.1621577406565327,60905902.73204565,3.19166934731636,1072859715.7826893,4.242893878953611,20741803866.034744,5.2693106175040025
train23.csv,581120.0,4.420352608073618,11.766261792722446,12.569185882728574,-49.762604,43.288166,93.05077,-0.3233986536204954,0.33612736419822387,0.6995383834811821,0.6995383835527877,0.5222438903923016,14.945098,0.007826279987403612,-38.222694488,-28.843721,-25.255196,-18.142138449999997,-10.31435,-3.2095819,6.493039,9.5458355,21.450893,23.755371,27.657722119999743,29.648375,34.83558,6.537220608073619,13.829067608073618,20.185517608073617,23.56570360807362,30.355701391926385,33.40849739192638,42.64304709607384,50.794655510671625,20.37508607890625,15.24604284932769,1.960083,2.28747121,4.342156375,20.7700727,29.476708,36.910351399999996,51.34799804999998,59.190324440000005,73.335148,163524.5,93.05077,0.9279522253267369,1.5995565621368777,4.899177138380732,0.6505259999999993,0.9821675999999995,1.63269347,2.504313500000001,7.415149999999997,19.957977,1141042.8478465062,1.9109076882314144,20878571.38706123,3.361471916114233,564260478.1521454,5.100107855636851,18470713429.11646,6.952646361909813,668210925250.9431,8.79986116403424
train24.csv,581120.0,-4.560233086580943,4.285552893095039,6.2579301213310785,-29.688766,21.315899,51.004665,0.277711020427964,1.4184116969668557,0.5000816657745765,0.5000816658823496,0.38135997729710785,6.1821264,0.03733658682645035,-18.739860131,-16.138262,-14.947756,-11.3549795,-9.790315,-7.111677,-4.705155,-2.4346905,0.6096027,2.880067,7.14888,8.858106,12.96535,2.3303499134190577,4.604345571580943,7.095903886580943,8.950411913419057,12.490638206580686,14.041253443549717,18.17611008658094,24.780532328379792,15.573767335000001,9.116210425680492,1.5306499000000002,1.9643344000000003,8.470660525,15.43192955,21.514138550000002,28.231990659999997,32.3150005,33.567754660000006,37.020474,174117.5,51.004665,0.6363964812466236,0.933391854410764,-4.571999211458787,0.4379360000000001,0.7653249999999998,1.199009375,1.6369452000000004,3.5842723999999997,11.9433234,268283.647316286,1.1550051650699533,2925122.85221174,2.0245356188160972,43191940.949061975,3.0123959813598096,745354024.6825504,4.02952043904866,14159261737.026024,5.028713390125656
train25.csv,581120.0,-0.6673736492651724,8.56588120852295,8.591839643886525,-26.64341,23.978592,50.622001999999995,-0.27224324752171103,0.49241302935053666,0.5682464836466693,0.5682464836653646,0.44840848991234156,7.270588,0.030029993856679957,-24.721594,-23.849974,-23.19945,-16.77497,-11.6047735,-4.4447317,0.22375128,2.4134312,12.464701,14.747921,17.26499,17.915516,19.539707,3.195603849265172,9.942476350734827,15.547099649265173,18.255500649265173,22.629866350734826,23.182600350734827,24.054220350734827,24.48790635073483,12.59092627584375,7.707669716474193,1.74324045,2.17692467,7.055871999999999,11.22902015,17.167730374999998,23.09070677,27.77832284999999,32.35628633,33.840124,173276.5,50.622001999999995,0.7519158490890858,0.9262226756171692,-0.59939955250482,0.5442312,0.8716210000000011,1.41159954,1.9558299999999988,4.1242529999999995,10.6295143,226641.50763397396,1.0936203789885164,2433538.1910262,1.9358630246537176,41162951.63959721,2.986437074068721,829512074.6545829,4.105321504627009,18066182666.157726,5.210450172977329
