file_id,car_id,schema,faulty_car,is_faulty,temperature_sample_count,temperature_coverage,cabin_temperature_median,raw_zero_temperature_fraction,active_cooling_fraction,temperature_relative_mean,temperature_relative_q75,temperature_relative_q90,temperature_relative_q95,temperature_positive_mean,temperature_fraction_above_0_25,temperature_fraction_above_0_50,temperature_fraction_above_1_00,target_error_relative_mean,target_error_relative_q90,temperature_longest_hot_run_fraction,temperature_score,pressure_sample_count,pressure_high_mismatch,pressure_low_mismatch,pressure_lift_mismatch,compressor_duty_mismatch,pressure_mismatch,pressure_score,combined_score
acv_case_02.xlsx,04,compact_temperature,02,False,8290.0,0.9023620333079351,24.0,0.0,0.9023620333079351,-0.03468033775633293,0.0,0.5,0.5,0.09182750301568154,0.11616405307599517,0.025211097708082025,0.0015681544028950543,-0.04508443908323281,0.5,0.0019592903015130075,0.44886363636363635,0.0,,,,,,,0.44886363636363635
acv_case_02.xlsx,02,compact_temperature,02,True,8272.0,0.9004027430064221,24.0,0.004789376292587352,0.9004027430064221,0.2284816247582205,0.5,1.0,1.25,0.3058510638297872,0.3523936170212766,0.13926499032882012,0.05693907156673114,0.26369076402321084,1.0,0.008163709589637531,0.9943181818181818,0.0,,,,,,,0.9943181818181818
acv_case_02.xlsx,07,compact_temperature,02,False,8290.0,0.9023620333079351,24.0,0.0,0.9023620333079351,0.013932448733413752,0.0,0.5,0.5,0.11764173703256936,0.1669481302774427,0.03425814234016888,0.0030156815440289505,0.004915560916767189,0.5,0.001306193534342005,0.5965909090909091,0.0,,,,,,,0.5965909090909091
acv_case_02.xlsx,06,compact_temperature,02,False,8290.0,0.9023620333079351,24.0,0.0,0.9023620333079351,-0.017430639324487334,0.0,0.5,0.5,0.08115199034981906,0.10675512665862485,0.016164053075995177,0.0004825090470446321,-0.02331121833534379,0.5,0.0006530967671710025,0.39204545454545453,0.0,,,,,,,0.39204545454545453
acv_case_02.xlsx,03,compact_temperature,02,False,8290.0,0.9023620333079351,24.0,0.0,0.9023620333079351,0.14523522316043425,0.5,0.5,0.8874999999998181,0.20189987937273823,0.26537997587454765,0.07708082026537998,0.01712907117008444,0.15877563329312425,0.5,0.0037008816806356807,0.8125,0.0,,,,,,,0.8125
acv_case_02.xlsx,05,compact_temperature,02,False,8291.0,0.9024708827691303,24.0,0.0,0.9024708827691303,-0.12507538294536244,0.0,0.25,0.5,0.06410565673622,0.09299240139910747,0.015197201785068146,0.0,-0.13017127005186346,0.25,0.0009796451507565038,0.19318181818181818,0.0,,,,,,,0.19318181818181818
acv_case_03.xlsx,08,compact_temperature,03,False,7934.0,0.9547533092659446,24.5,0.0,0.9547533092659446,-0.022624149231157045,0.25,0.5,0.75,0.16451348626165868,0.21199899168137132,0.07814469372321653,0.013486261658684145,-0.10035921351146962,0.5,0.006137184115523465,0.5625,0.0,,,,,,,0.5625
acv_case_03.xlsx,01,compact_temperature,03,False,8265.0,0.9945848375451264,24.5,0.0,0.9945848375451264,-0.004718693284936479,0.25,0.5,0.75,0.16633393829401089,0.22831215970961888,0.07525710828796128,0.0055656382335148216,0.050362976406533574,0.75,0.005415162454873646,0.625,0.0,,,,,,,0.625
acv_case_03.xlsx,04,compact_temperature,03,False,8266.0,0.994705174488568,24.5,0.0,0.994705174488568,0.11547302201790467,0.5,0.75,1.0,0.21010766997338495,0.25671425114928625,0.11795306073070409,0.020929107186063393,-0.033178078877328814,0.5,0.004693140794223827,0.7727272727272727,0.0,,,,,,,0.7727272727272727
acv_case_03.xlsx,02,compact_temperature,03,False,8217.0,0.9888086642599277,24.5,0.0,0.9888086642599277,0.0838505537300718,0.25,0.5,0.75,0.1809054399415845,0.23585250091274187,0.08360715589631253,0.014117074358038214,0.14327004989655592,0.75,0.013357400722021661,0.7386363636363636,0.0,,,,,,,0.7386363636363636
acv_case_03.xlsx,07,compact_temperature,03,False,8218.0,0.9889290012033695,24.5,0.0,0.9889290012033695,-0.039547335118033586,0.0,0.5,0.5,0.10568264784619129,0.14516914091019714,0.024093453394986614,0.0002433682161109759,-0.022724507179362374,0.5,0.0012033694344163659,0.39204545454545453,0.0,,,,,,,0.39204545454545453
acv_case_03.xlsx,06,compact_temperature,03,False,8218.0,0.9889290012033695,24.5,0.0,0.9889290012033695,-0.149002190313945,0.0,0.25,0.5,0.05816500365052324,0.07593088342662448,0.01241177902165977,0.0006084205402774398,-0.13217936237527378,0.25,0.0010830324909747292,0.20454545454545456,0.0,,,,,,,0.20454545454545456
acv_case_03.xlsx,03,compact_temperature,03,True,8216.0,0.9886883273164861,25.0,0.00012033694344163658,0.9886883273164861,0.5780793573515093,1.0,1.5,2.0,0.6089946445959105,0.5565968841285297,0.34432814021421615,0.17818889970788704,0.5934457156767283,1.5,0.029963898916967508,1.0,0.0,,,,,,,1.0
acv_case_03.xlsx,05,compact_temperature,03,False,8266.0,0.994705174488568,24.5,0.0,0.994705174488568,-0.13374062424389063,0.0,0.25,0.5,0.05888579724171304,0.08057101379143479,0.009920154851197677,0.0,-0.11701548511976773,0.25,0.0008423586040914561,0.20454545454545456,0.0,,,,,,,0.20454545454545456
acv_case_04.xlsx,08,rich_pressure,01,False,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,0.0,,,,,,,
acv_case_04.xlsx,01,rich_pressure,01,True,20455.0,0.9188302937741443,26.0,0.0,0.9219746653490253,0.1328770471767294,0.5,0.5,1.0,0.21241750183329258,0.32187729161574186,0.07910046443412369,0.017599608897580055,0.015350769982889268,0.5,0.0034588087323690593,0.6704545454545454,10615.0,0.031088082901554397,0.3414634146341459,0.05194805194805193,0.3096709231543778,0.1835426181595325,1.0,0.9011363636363636
acv_case_04.xlsx,02,rich_pressure,01,False,21126.0,0.9489713412990747,26.0,0.0,0.9510376426197107,0.006484900123071098,0.0,0.5,1.0,0.16536495313831298,0.1971030957114456,0.0971788317712771,0.03214049039098741,-0.07886017229953611,0.0,0.007232054622226215,0.5454545454545454,18229.0,0.020202020202020197,0.0,0.026666666666666658,0.010709872305368684,0.014394639793513884,0.25,0.3386363636363636
acv_case_04.xlsx,07,rich_pressure,01,False,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,0.0,,,,,,,
acv_case_04.xlsx,03,rich_pressure,01,False,21099.0,0.9477585122630492,25.0,0.0,0.9480729494205372,-0.32067870515190294,0.0,0.0,0.5,0.04815394094506849,0.07313142802976444,0.0229394758045405,0.00023697805583202996,-0.07403194464192615,0.0,0.0023807384781241578,0.29545454545454547,17153.0,0.019417475728155335,0.0408163265306122,0.025641025641025633,0.006270309853997902,0.02303628443844777,0.5,0.4386363636363636
acv_case_04.xlsx,06,rich_pressure,01,False,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,0.0,,,,,,,
acv_case_04.xlsx,05,rich_pressure,01,False,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,0.0,,,,,,,
acv_case_04.xlsx,04,rich_pressure,01,False,21110.0,0.9482526277962448,26.0,0.0,0.9521157128739556,0.24950260540028424,0.5,1.0,1.5,0.3117243012790147,0.34249171009000473,0.21108479393652296,0.06740881099005211,0.31155850307910943,1.0,0.009522953912496631,0.9886363636363636,20519.0,0.048309178743961345,0.11111111111111095,0.035087719298245605,0.002792784543539928,0.049325198424214456,0.75,0.821590909090909
acv_case_05.xlsx,04,compact_temperature,04,True,6204.0,0.8898450946643718,23.5,0.0,0.8899885255306942,0.18081076724693745,0.5,0.5,1.0,0.22461315280464217,0.3230174081237911,0.07785299806576403,0.010799484203739523,0.18081076724693745,0.5,0.014056224899598393,0.9488636363636364,0.0,,,,,,,0.9488636363636364
acv_case_05.xlsx,05,compact_temperature,04,False,6212.0,0.8909925415949512,22.5,0.0,0.8909925415949512,-0.34928364455891825,0.0,0.0,0.0,0.016419832582099163,0.018351577591757887,0.0,0.0,-0.34928364455891825,0.0,0.0,0.19318181818181818,0.0,,,,,,,0.19318181818181818
acv_case_05.xlsx,08,compact_temperature,04,False,6211.0,0.8908491107286288,23.0,0.0,0.8908491107286288,-0.17038319111254227,0.0,0.0,0.25,0.031556915150539364,0.04669135404926743,0.0014490420222186442,0.0,-0.17038319111254227,0.0,0.0004302925989672978,0.2727272727272727,0.0,,,,,,,0.2727272727272727
acv_case_05.xlsx,01,compact_temperature,04,False,6212.0,0.8909925415949512,23.0,0.0,0.8909925415949512,-0.0005231809401159047,0.0,0.5,0.5,0.09433354797166774,0.13490019317450097,0.012234385061171926,0.0,-0.0005231809401159047,0.5,0.0017211703958691911,0.6647727272727273,0.0,,,,,,,0.6647727272727273
acv_case_05.xlsx,06,compact_temperature,04,False,6213.0,0.8911359724612736,23.0,0.0,0.8911359724612736,-0.012031224851118622,0.0,0.25,0.5,0.06265089328826653,0.0875583454047964,0.0043457267020762915,0.0,-0.012031224851118622,0.25,0.0005737234652897303,0.4772727272727273,0.0,,,,,,,0.4772727272727273
acv_case_05.xlsx,02,compact_temperature,04,False,6213.0,0.8911359724612736,23.0,0.0,0.8911359724612736,0.16010783840334783,0.5,0.5,0.75,0.2054965395139224,0.29840656687590533,0.0907774022211492,0.0017704812489940447,0.16010783840334783,0.5,0.009179575444635685,0.8806818181818182,0.0,,,,,,,0.8806818181818182
acv_case_05.xlsx,07,compact_temperature,04,False,6213.0,0.8911359724612736,23.0,0.0,0.8911359724612736,0.01879124416545952,0.0,0.5,0.5,0.07963141799452761,0.12007081924995976,0.006277160791887977,0.0,0.01879124416545952,0.5,0.0005737234652897303,0.625,0.0,,,,,,,0.625
acv_case_05.xlsx,03,compact_temperature,04,False,6213.0,0.8911359724612736,23.0,0.0,0.8911359724612736,-0.04647513278609367,0.0,0.25,0.5,0.05170610011266699,0.061001126669885726,0.0016095284081764044,0.0,-0.04647513278609367,0.25,0.000717154331612163,0.4375,0.0,,,,,,,0.4375
acv_case_06.xlsx,04,compact_temperature,06,False,2638.0,0.8084584737971192,24.0,0.0,0.8087649402390438,0.03904473085670963,0.25,0.5,0.5,0.11173237300985595,0.14291129643669448,0.01592115238817286,0.0075815011372251705,0.03904473085670963,0.5,0.004290530186944529,0.6761363636363636,0.0,,,,,,,0.6761363636363636
acv_case_06.xlsx,05,compact_temperature,06,False,2636.0,0.80784554091327,24.0,0.0,0.80784554091327,-0.022382397572078907,0.0,0.25,0.5,0.07359635811836115,0.09066767830045523,0.013657056145675266,0.0011380880121396055,-0.022382397572078907,0.25,0.0015323322096230463,0.375,0.0,,,,,,,0.375
acv_case_06.xlsx,08,compact_temperature,06,False,2638.0,0.8084584737971192,24.0,0.0,0.8087649402390438,0.11315390447308567,0.5,0.5,1.0,0.19986732373009855,0.256633813495072,0.09476876421531463,0.017437452615617893,0.11315390447308567,0.5,0.010726325467361323,0.8522727272727273,0.0,,,,,,,0.8522727272727273
acv_case_06.xlsx,01,compact_temperature,06,False,2637.0,0.8081520073551947,23.5,0.0,0.8106037388905915,-0.21956769055745165,0.0,0.25,0.5,0.06399317406143344,0.08949563898369359,0.011755783086841108,0.0022753128555176336,-0.21956769055745165,0.25,0.003677597303095311,0.3409090909090909,0.0,,,,,,,0.3409090909090909
acv_case_06.xlsx,06,compact_temperature,06,True,2638.0,0.8084584737971192,25.0,0.0,0.8084584737971192,1.3106520090978013,1.75,2.0,2.25,1.3106520090978013,0.9613343442001516,0.8335860500379075,0.5655799848369977,1.3106520090978013,2.0,0.09071406680968434,1.0,0.0,,,,,,,1.0
acv_case_06.xlsx,02,compact_temperature,06,False,2636.0,0.80784554091327,24.0,0.0,0.80784554091327,0.0018968133535660092,0.0,0.5,0.5,0.08791729893778452,0.10128983308042488,0.023520485584218515,0.012139605462822459,0.0018968133535660092,0.5,0.010113392583512106,0.6477272727272727,0.0,,,,,,,0.6477272727272727
acv_case_06.xlsx,07,compact_temperature,06,False,2637.0,0.8081520073551947,23.5,0.0,0.8081520073551947,-0.2775881683731513,0.0,0.0,0.25,0.037163443306788016,0.048919226393629126,0.0075843761850587785,0.0011376564277588168,-0.2775881683731513,0.0,0.001225865767698437,0.14772727272727273,0.0,,,,,,,0.14772727272727273
acv_case_06.xlsx,03,compact_temperature,06,False,2637.0,0.8081520073551947,24.0,0.0,0.8081520073551947,-0.018960940462646948,0.0,0.25,0.5,0.07565415244596133,0.08684110731892301,0.01478953356086462,0.008722032612817596,-0.018960940462646948,0.25,0.004290530186944529,0.4602272727272727,0.0,,,,,,,0.4602272727272727
